date,137,1143,1191,1199,1200,1395,1396,1409,1526,1634,1654,2134,3397,3398,6304,16786,16788,1000137,1001143,1001199,1001200,1001395,1001396,1001526,1001634,1001654,1003397,1003398,1006304,1007398,1008518,1010288
201909010000,39.138,34.19,35.24,38.724,40.567,36.899,35.669,39.959,33.976,37.801,34.139,38.091,34.427,38.002,47.736,31.393,33.773,39.444,35.053,35.954,37.896,35.628,40.277,31.524,43.099,37.09,34.743,36.623,47.146,34.596,27.137,36.957
201909010010,40.465,35.823,33.603,37.461,37.938,34.866,35.138,44.826,35.732,41.203,37.103,39.148,35.861,39.794,49.793,36.431,29.588,38.877,32.456,37.835,38.32,37.632,37.598,34.521,42.647,38.277,36.236,37.858,47.928,34.871,28.161,36.844
201909010020,37.904,37.863,33.256,37.737,38.949,38.82,41.704,43.593,35.22,40.512,36.617,33.161,35.861,38.556,49.478,32.969,34.032,39.463,34.792,38.224,37.357,39.225,39.236,34.809,42.435,35.638,38.8,40.987,48.039,29.004,26.498,26.541
201909010030,38.134,37.488,33.946,40.298,38.938,38.574,40.64,42.216,33.615,41.921,36.46,36.727,36.017,40.042,49.439,29.571,31.893,38.583,33.773,38.254,39.119,38.082,37.87,35.387,43.091,38.14,37.364,35.495,46.401,34.022,30.103,37.767
201909010040,41.336,37.285,31.854,40.943,38.3,38.269,40.646,45.385,35.642,40.045,36.464,38.234,35.261,40.593,49.443,31.67,36.016,38.253,31.496,37.593,39.859,38.668,41.278,30.844,41.593,37.424,38.85,40.392,45.127,35.68,28.155,37.629
201909010050,41.215,36.074,32.463,40.892,38.002,40.228,40.094,43.951,36.07,39.724,33.453,38.13,33.899,37.389,47.945,33.512,33.52,38.189,31.413,37.3,39.495,37.222,41.438,31.69,42.602,37.211,35.809,40.498,46.363,36.982,26.828,36.891
201909010100,40.84,34.327,35.603,39.335,38.295,38.861,40.104,35.972,37.249,44.894,36.567,36.224,36.007,38.893,46.098,33.141,30.626,37.491,35.999,38.253,39.066,37.223,41.506,36.061,38.663,38.507,35.319,38.203,45.433,36.05,24.9,37.363
201909010110,36.726,36.791,36.027,38.237,40.506,40.685,40.882,37.326,37.609,40.958,37.049,34.517,35.343,39.378,47.507,31.531,30.836,39.742,36.89,35.831,36.302,39.335,41.208,35.234,40.652,37.771,35.874,39.869,45.919,36.193,30.548,36.262
201909010120,40.457,36.847,36.042,41.325,40.101,40.922,38.181,30.089,37.589,44.213,36.424,39.189,35.387,41.046,48.087,35.554,33.924,35.758,37.156,41.404,37.748,39.172,41.514,32.037,42.387,38.127,37.52,40.343,48.264,34.697,30.058,38.517
201909010130,40.641,38.423,35.637,37.31,39.108,41.043,40.229,44.907,36.632,43.55,36.224,39.321,38.044,39.69,48.402,35.712,35.203,37.311,29.183,36.881,36.378,38.852,41.44,32.479,42.978,37.932,38.499,40.453,47.94,36.218,30.157,39.075
201909010140,39.877,34.022,34.86,36.784,36.704,40.533,42.174,44.687,37.837,45.269,35.957,38.768,38.608,37.206,48.863,35.243,33.807,39.955,29.87,40.347,36.884,38.732,40.936,35.933,41.947,38.243,36.262,35.661,46.306,36.41,29.9,26.803
201909010150,39.401,37.6,35.949,38.899,35.725,40.412,42.329,39.47,37.652,38.714,35.71,38.396,38.003,40.998,48.471,32.5,35.361,35.669,36.794,39.337,36.158,38.177,42.051,33.028,40.333,36.493,37.812,34.975,45.782,33.801,28.878,37.129
201909010200,40.014,36.286,33.209,36.943,37.397,41.527,40.21,39.255,33.731,39.638,36.901,38.515,38.623,41.783,50.076,34.369,35.755,38.883,35.659,38.74,38.457,38.963,41.524,28.406,43.088,37.57,37.718,40.409,46.15,34.214,27.169,35.934
201909010210,40.607,35.093,35.568,40.217,39.986,40.308,38.353,42.858,35.122,43.324,36.69,34.491,37.352,41.337,49.75,34.608,36.024,40.426,37.373,37.264,38.749,37.191,37.422,35.899,40.914,38.344,37.963,40.341,46.485,36.497,30.318,33.795
201909010220,41.264,35.706,30.06,37.477,41.043,40.941,41.854,45.184,37.335,43.963,36.431,39.604,37.317,38.34,48.872,33.741,36.248,39.733,33.052,37.974,38.863,38.667,40.726,35.095,40.671,37.813,38.12,39.954,48.34,36.924,30.573,37.445
201909010230,41.598,36.642,32.242,41.138,40.276,39.509,38.645,40.819,37.922,40.979,36.207,32.718,38.265,36.502,50.59,31.11,36.002,40.383,33.987,39.079,39.608,38.621,41.035,35.832,40.881,36.88,38.11,36.457,49.15,31.576,30.024,38.887
201909010240,37.079,36.939,33.863,40.871,39.923,40.801,39.369,40.153,37.145,41.776,36.507,38.673,37.129,40.056,49.102,36.153,33.681,40.545,34.195,40.176,39.19,36.147,41.5,35.712,41.822,37.71,38.537,39.374,47.809,32.39,27.96,38.766
201909010250,40.872,37.856,35.91,38.487,40.606,40.765,41.607,44.798,37.155,44.834,36.808,38.246,37.767,39.548,49.564,35.349,35.82,39.758,33.215,40.662,39.33,39.288,40.832,35.172,42.849,36.563,38.159,39.945,46.16,32.491,28.785,38.253
201909010300,40.644,33.143,31.122,36.348,41.271,40.982,40.431,36.174,35.171,42.812,36.946,36.887,36.771,39.66,47.45,31.689,36.314,38.506,32.429,40.143,38.969,38.055,40.629,35.208,43.063,36.799,37.653,38.837,45.943,36.896,29.999,28.784
201909010310,37.219,36.966,34.232,40.961,41.672,40.62,39.809,45.621,37.978,38.019,34.88,39.018,33.057,41.736,46.19,35.609,36.418,39.692,34.757,29.81,39.093,34.734,38.638,36.156,43.212,36.205,38.372,40.078,45.77,36.94,30.43,18.729
201909010320,41.029,37.212,35.151,40.605,39.573,40.642,41.668,45.228,37.511,40.384,33.186,38.225,38.091,39.676,46.646,35.415,37.24,39.519,36.631,41.288,39.453,37.484,40.245,35.467,43.321,38.074,37.996,36.216,46.582,36.59,25.648,38.5
201909010330,41.464,36.12,30.933,38.621,37.775,41.085,42.101,44.627,37.481,40.485,29.195,38.412,36.799,34.483,46.501,36.429,35.112,40.629,36.558,38.967,39.73,39.25,40.126,35.912,41.175,36.978,37.831,40.077,48.491,33.748,26.942,38.384
201909010340,41.06,36.501,35.407,37.914,37.234,40.489,42.48,35.389,36.183,43.032,34.715,39.427,35.246,33.331,49.709,34.648,36.399,39.699,36.946,38.448,39.833,39.364,39.287,35.444,42.946,33.2,37.788,40.268,49.538,34.557,29.785,36.698
201909010350,40.594,36.833,35.173,41.145,41.301,38.661,40.385,36.803,36.367,41.718,36.558,35.655,35.291,37.139,49.561,36.117,35.673,38.268,36.637,38.643,39.168,37.516,38.914,35.572,40.944,38.245,36.568,39.541,46.643,35.094,30.051,40.532
201909010400,40.784,37.339,32.099,40.614,41.658,40.995,37.357,42.54,38.245,43.723,36.691,38.528,38.014,40.589,51.139,35.537,37.525,38.279,35.041,39.976,38.779,39.578,41.153,36.206,42.622,38.488,38.52,35.108,48.998,37.133,28.525,37.916
201909010410,40.793,33.558,35.345,41.053,41.01,40.239,41.111,43.04,38.091,36.115,33.234,39.17,35.473,41.468,50.687,35.582,37.659,38.39,31.815,40.522,39.612,38.87,41.362,34.909,43.39,38.205,38.051,33.265,49.327,36.694,28.96,34.79
201909010420,41.01,36.861,35.747,40.158,41.42,40.366,39.837,35.474,38.035,43.95,35.226,39.539,38.434,38.463,48.757,35.412,32.66,40.225,29.182,38.556,35.177,38.581,40.383,36.04,42.658,37.643,34.449,37.131,46.121,36.143,29.372,37.603
201909010430,37.358,37.09,34.323,39.616,40.755,40.685,36.945,41.405,34.761,43.784,36.798,37.962,38.12,40.882,49.543,31.542,30.056,38.334,32.155,40.068,33.773,38.933,39.742,35.386,42.762,35.092,31.361,38.438,49.035,33.453,27.475,32.198
201909010440,41.473,37.909,35.433,40.127,41.086,40.344,42.15,45.158,37.553,42.453,36.556,31.4,38.586,40.603,50.853,35.964,36.295,40.386,36.058,38.713,39.941,38.614,41.118,35.709,42.758,38.038,38.207,38.721,48.837,37.611,26.267,38.786
201909010450,41.07,37.406,35.433,40.603,41.632,40.686,42.056,40.823,37.294,44.772,36.868,35.254,38.474,41.508,50.604,35.332,37.128,38.739,36.258,40.839,39.399,38.732,38.041,30.732,43.553,37.347,38.075,40.097,48.319,36.125,29.804,37.204
201909010500,41.308,36.568,34.413,39.99,41.185,40.988,42.504,41.055,37.933,39.043,37.516,38.55,37.784,41.59,49.794,36.595,37.686,39.084,32.824,40.957,34.399,38.794,35.657,36.325,43.667,37.706,37.972,40.363,48.516,35.451,29.796,37.528
201909010510,40.54,36.554,35.975,40.805,39.201,40.608,41.549,38.416,34.584,41.786,34.957,39.2,38.608,33.681,51.304,33.427,32.849,37.694,5.313,41.601,36.586,38.844,34.832,35.796,43.461,37.933,33.748,39.951,49.584,36.241,29.46,36.459
201909010520,40.804,34.783,36.677,40.477,40.151,38.878,41.541,41.469,37.442,38.962,36.764,38.963,38.346,34.528,49.158,36.694,34.379,40.411,15.253,40.596,35.787,38.399,36.644,33.344,39.387,37.612,34.983,40.312,48.354,35.94,30.472,31.996
201909010530,40.904,35.106,34.892,40.299,41.198,39.712,41.68,38.016,37.07,40.32,36.432,31.152,34.29,42.156,50.733,36.174,36.292,38.744,36.843,40.663,33.372,39.003,41.544,26.517,43.724,37.339,36.396,39.742,49.18,36.193,30.05,23.245
201909010540,40.631,34.005,35.563,40.053,41.262,40.816,41.586,42.2,37.49,37.494,36.968,29.353,37.747,41.481,50.784,34.124,35.378,40.268,35.584,40.943,39.302,39.206,41.233,30.16,42.703,36.755,38.22,39.003,49.234,36.397,30.298,38.602
201909010550,41.291,37.276,35.384,41.07,39.221,41.432,41.591,40.387,37.697,44.613,36.676,31.063,37.178,34.445,50.291,35.671,36.768,39.609,37.113,40.348,39.079,38.227,42.184,36.148,42.944,37.032,37.81,40.458,49.187,31.756,28.902,37.454
201909010600,41.403,36.291,35.784,40.893,41.546,40.64,40.331,40.335,36.099,39.7,35.514,35.474,33.117,41.079,51.179,35.628,35.105,37.752,37.048,39.811,39.115,38.427,41.263,35.239,43.416,38.074,38.363,37.421,47.453,35.257,29.869,38.921
201909010610,40.819,36.749,33.251,40.424,39.134,40.339,41.236,44.233,37.335,40.902,36.584,37.914,34.046,38.308,49.825,36.331,32.744,40.184,31.032,40.733,37.685,39.4,36.937,35.031,42.673,34.537,35.232,40.267,48.845,32.262,29.809,34.834
201909010620,39.857,36.124,32.78,38.981,40.451,40.453,41.623,40.948,35.983,44.798,31.677,33.495,36.95,38.163,50.774,33.933,34.245,39.911,36.589,39.363,38.889,35.521,40.725,35.757,43.084,37.228,37.213,37.854,48.056,34.599,26.582,38.255
201909010630,39.582,37.168,33.544,39.311,39.697,38.192,42.295,44.438,36.904,42.407,35.827,35.241,37.957,38.946,50.22,30.252,30.678,37.66,36.865,41.696,37.546,36.991,41.354,33.077,42.827,37.935,35.035,40.185,47.843,31.156,28.812,37.937
201909010640,37.627,37.216,35.491,40.217,39.681,40.972,42.039,44.868,36.994,42.06,34.949,33.719,37.39,38.751,49.569,34.481,31.845,39.226,36.254,40.577,38.227,37.523,41.303,34.192,43.48,37.553,36.217,41.01,46.629,32.647,29.393,38.249
201909010650,35.515,35.324,30.024,40.176,38.653,35.948,42.221,35.612,36.367,39.556,36.726,31.925,36.382,37.347,49.376,34.583,34.517,37.0,35.937,41.262,36.77,36.821,40.102,31.638,42.588,38.49,38.696,38.202,46.353,32.501,29.946,37.858
201909010700,34.674,31.713,35.026,40.939,38.7,35.72,41.172,36.722,34.112,41.197,35.721,31.143,38.334,38.992,49.837,33.698,33.247,37.747,34.042,39.984,35.372,36.106,35.554,34.623,43.877,38.31,37.68,36.962,45.373,35.762,28.432,36.819
201909010710,35.507,35.8,35.14,38.292,38.655,38.26,41.604,41.43,36.757,41.238,36.461,31.278,37.501,37.704,48.643,32.657,29.564,38.987,35.424,39.461,38.319,35.377,39.233,31.908,39.783,37.76,34.987,37.555,40.647,34.736,26.648,37.251
201909010720,34.199,35.121,35.741,39.056,41.382,38.466,40.833,45.815,36.474,41.719,35.237,32.115,38.762,36.255,47.657,32.378,30.544,35.967,37.018,39.323,36.626,36.614,40.114,31.619,41.492,35.812,35.754,38.319,44.365,33.589,24.258,33.64
201909010730,38.679,35.971,35.736,37.361,40.024,37.812,41.396,44.717,33.802,42.981,32.718,31.828,38.026,37.881,46.475,29.982,27.695,36.93,34.133,39.201,34.936,35.897,38.726,33.192,42.386,31.906,34.471,38.457,46.312,34.211,25.599,36.688
201909010740,37.376,34.923,35.11,38.605,38.622,35.114,39.163,45.112,35.095,42.804,33.821,33.053,38.031,37.738,48.653,30.189,28.332,38.822,33.589,36.76,35.937,36.338,40.434,35.996,43.143,31.223,33.124,37.554,45.783,34.161,26.17,34.587
